Province/State,Country/Region,Lat,Long,Date,Total,Tweet
,Cabo Verde,16.5388,-23.0418,2/15/2020,0,
,Cabo Verde,16.5388,-23.0418,2/14/2020,0,
,Cabo Verde,16.5388,-23.0418,2/13/2020,0,
,Cabo Verde,16.5388,-23.0418,2/12/2020,0,
,Cabo Verde,16.5388,-23.0418,2/11/2020,0,
,Cabo Verde,16.5388,-23.0418,2/10/2020,0,
,Cabo Verde,16.5388,-23.0418,2/9/2020,0,
,Cabo Verde,16.5388,-23.0418,2/8/2020,0,
,Cabo Verde,16.5388,-23.0418,2/7/2020,0,
,Cabo Verde,16.5388,-23.0418,2/6/2020,0,
,Cabo Verde,16.5388,-23.0418,2/5/2020,0,
,Cabo Verde,16.5388,-23.0418,2/4/2020,0,
,Cabo Verde,16.5388,-23.0418,2/3/2020,0,
,Cabo Verde,16.5388,-23.0418,2/2/2020,0,
,Cabo Verde,16.5388,-23.0418,2/1/2020,0,
,Cabo Verde,16.5388,-23.0418,1/31/2020,0,
,Cabo Verde,16.5388,-23.0418,1/30/2020,0,
,Cabo Verde,16.5388,-23.0418,1/29/2020,0,
,Cabo Verde,16.5388,-23.0418,1/28/2020,0,
,Cabo Verde,16.5388,-23.0418,1/27/2020,0,
,Cabo Verde,16.5388,-23.0418,1/26/2020,0,
,Cabo Verde,16.5388,-23.0418,1/25/2020,0,
,Cabo Verde,16.5388,-23.0418,1/24/2020,0,
,Cabo Verde,16.5388,-23.0418,1/23/2020,0,
,Cabo Verde,16.5388,-23.0418,1/22/2020,0,
,Cambodia,11.55,104.9167,3/24/2020,91,
,Cambodia,11.55,104.9167,3/23/2020,87,
,Cambodia,11.55,104.9167,3/22/2020,84,
,Cambodia,11.55,104.9167,3/21/2020,53,
,Cambodia,11.55,104.9167,3/20/2020,51,
,Cambodia,11.55,104.9167,3/19/2020,37,
,Cambodia,11.55,104.9167,3/18/2020,35,
,Cambodia,11.55,104.9167,3/17/2020,33,
,Cambodia,11.55,104.9167,3/16/2020,7,
,Cambodia,11.55,104.9167,3/15/2020,7,
,Cambodia,11.55,104.9167,3/14/2020,7,
,Cambodia,11.55,104.9167,3/13/2020,5,
,Cambodia,11.55,104.9167,3/12/2020,3,
,Cambodia,11.55,104.9167,3/11/2020,3,
,Cambodia,11.55,104.9167,3/10/2020,2,
,Cambodia,11.55,104.9167,3/9/2020,2,
,Cambodia,11.55,104.9167,3/8/2020,2,
,Cambodia,11.55,104.9167,3/7/2020,1,
,Cambodia,11.55,104.9167,3/6/2020,1,
,Cambodia,11.55,104.9167,3/5/2020,1,
,Cambodia,11.55,104.9167,3/4/2020,1,
,Cambodia,11.55,104.9167,3/3/2020,1,
,Cambodia,11.55,104.9167,3/2/2020,1,
,Cambodia,11.55,104.9167,3/1/2020,1,
,Cambodia,11.55,104.9167,2/29/2020,1,
,Cambodia,11.55,104.9167,2/28/2020,1,
,Cambodia,11.55,104.9167,2/27/2020,1,
,Cambodia,11.55,104.9167,2/26/2020,1,
,Cambodia,11.55,104.9167,2/25/2020,1,
,Cambodia,11.55,104.9167,2/24/2020,1,
,Cambodia,11.55,104.9167,2/23/2020,1,
,Cambodia,11.55,104.9167,2/22/2020,1,
,Cambodia,11.55,104.9167,2/21/2020,1,
,Cambodia,11.55,104.9167,2/20/2020,1,
,Cambodia,11.55,104.9167,2/19/2020,1,
,Cambodia,11.55,104.9167,2/18/2020,1,
,Cambodia,11.55,104.9167,2/17/2020,1,
,Cambodia,11.55,104.9167,2/16/2020,1,
,Cambodia,11.55,104.9167,2/15/2020,1,
,Cambodia,11.55,104.9167,2/14/2020,1,
,Cambodia,11.55,104.9167,2/13/2020,1,
,Cambodia,11.55,104.9167,2/12/2020,1,
,Cambodia,11.55,104.9167,2/11/2020,1,
,Cambodia,11.55,104.9167,2/10/2020,1,
,Cambodia,11.55,104.9167,2/9/2020,1,
,Cambodia,11.55,104.9167,2/8/2020,1,
,Cambodia,11.55,104.9167,2/7/2020,1,
,Cambodia,11.55,104.9167,2/6/2020,1,
,Cambodia,11.55,104.9167,2/5/2020,1,
,Cambodia,11.55,104.9167,2/4/2020,1,
,Cambodia,11.55,104.9167,2/3/2020,1,
,Cambodia,11.55,104.9167,2/2/2020,1,
,Cambodia,11.55,104.9167,2/1/2020,1,
,Cambodia,11.55,104.9167,1/31/2020,1,
,Cambodia,11.55,104.9167,1/30/2020,1,
,Cambodia,11.55,104.9167,1/29/2020,1,
,Cambodia,11.55,104.9167,1/28/2020,1,
,Cambodia,11.55,104.9167,1/27/2020,1,
,Cambodia,11.55,104.9167,1/26/2020,0,
,Cambodia,11.55,104.9167,1/25/2020,0,
,Cambodia,11.55,104.9167,1/24/2020,0,
,Cambodia,11.55,104.9167,1/23/2020,0,
,Cambodia,11.55,104.9167,1/22/2020,0,
,Cameroon,3.848,11.5021,3/24/2020,66,
,Cameroon,3.848,11.5021,3/23/2020,56,
,Cameroon,3.848,11.5021,3/22/2020,40,
,Cameroon,3.848,11.5021,3/21/2020,27,
,Cameroon,3.848,11.5021,3/20/2020,20,
,Cameroon,3.848,11.5021,3/19/2020,13,
,Cameroon,3.848,11.5021,3/18/2020,10,
,Cameroon,3.848,11.5021,3/17/2020,10,
,Cameroon,3.848,11.5021,3/16/2020,4,
,Cameroon,3.848,11.5021,3/15/2020,2,
,Cameroon,3.848,11.5021,3/14/2020,2,
,Cameroon,3.848,11.5021,3/13/2020,2,
,Cameroon,3.848,11.5021,3/12/2020,2,
,Cameroon,3.848,11.5021,3/11/2020,2,
,Cameroon,3.848,11.5021,3/10/2020,2,
,Cameroon,3.848,11.5021,3/9/2020,2,
,Cameroon,3.848,11.5021,3/8/2020,2,
,Cameroon,3.848,11.5021,3/7/2020,1,
,Cameroon,3.848,11.5021,3/6/2020,1,
,Cameroon,3.848,11.5021,3/5/2020,0,
,Cameroon,3.848,11.5021,3/4/2020,0,
,Cameroon,3.848,11.5021,3/3/2020,0,
,Cameroon,3.848,11.5021,3/2/2020,0,
,Cameroon,3.848,11.5021,3/1/2020,0,
,Cameroon,3.848,11.5021,2/29/2020,0,
,Cameroon,3.848,11.5021,2/28/2020,0,
,Cameroon,3.848,11.5021,2/27/2020,0,
,Cameroon,3.848,11.5021,2/26/2020,0,
,Cameroon,3.848,11.5021,2/25/2020,0,
,Cameroon,3.848,11.5021,2/24/2020,0,
,Cameroon,3.848,11.5021,2/23/2020,0,
,Cameroon,3.848,11.5021,2/22/2020,0,
,Cameroon,3.848,11.5021,2/21/2020,0,
,Cameroon,3.848,11.5021,2/20/2020,0,
,Cameroon,3.848,11.5021,2/19/2020,0,
,Cameroon,3.848,11.5021,2/18/2020,0,
,Cameroon,3.848,11.5021,2/17/2020,0,
,Cameroon,3.848,11.5021,2/16/2020,0,
,Cameroon,3.848,11.5021,2/15/2020,0,
,Cameroon,3.848,11.5021,2/14/2020,0,
,Cameroon,3.848,11.5021,2/13/2020,0,
,Cameroon,3.848,11.5021,2/12/2020,0,
,Cameroon,3.848,11.5021,2/11/2020,0,
,Cameroon,3.848,11.5021,2/10/2020,0,
,Cameroon,3.848,11.5021,2/9/2020,0,
,Cameroon,3.848,11.5021,2/8/2020,0,
,Cameroon,3.848,11.5021,2/7/2020,0,
,Cameroon,3.848,11.5021,2/6/2020,0,
,Cameroon,3.848,11.5021,2/5/2020,0,
,Cameroon,3.848,11.5021,2/4/2020,0,
,Cameroon,3.848,11.5021,2/3/2020,0,
,Cameroon,3.848,11.5021,2/2/2020,0,
,Cameroon,3.848,11.5021,2/1/2020,0,
,Cameroon,3.848,11.5021,1/31/2020,0,
,Cameroon,3.848,11.5021,1/30/2020,0,
,Cameroon,3.848,11.5021,1/29/2020,0,
,Cameroon,3.848,11.5021,1/28/2020,0,
,Cameroon,3.848,11.5021,1/27/2020,0,
,Cameroon,3.848,11.5021,1/26/2020,0,
,Cameroon,3.848,11.5021,1/25/2020,0,
,Cameroon,3.848,11.5021,1/24/2020,0,
,Cameroon,3.848,11.5021,1/23/2020,0,
,Cameroon,3.848,11.5021,1/22/2020,0,
Alberta,Canada,53.9333,-116.5765,3/24/2020,359,
Alberta,Canada,53.9333,-116.5765,3/23/2020,301,
Alberta,Canada,53.9333,-116.5765,3/22/2020,259,
Alberta,Canada,53.9333,-116.5765,3/21/2020,195,
Alberta,Canada,53.9333,-116.5765,3/20/2020,146,
Alberta,Canada,53.9333,-116.5765,3/19/2020,119,
Alberta,Canada,53.9333,-116.5765,3/18/2020,97,
Alberta,Canada,53.9333,-116.5765,3/17/2020,74,
Alberta,Canada,53.9333,-116.5765,3/16/2020,56,
Alberta,Canada,53.9333,-116.5765,3/15/2020,39,
Alberta,Canada,53.9333,-116.5765,3/14/2020,29,
Alberta,Canada,53.9333,-116.5765,3/13/2020,29,
Alberta,Canada,53.9333,-116.5765,3/12/2020,19,
Alberta,Canada,53.9333,-116.5765,3/11/2020,19,
Alberta,Canada,53.9333,-116.5765,3/10/2020,7,
Alberta,Canada,53.9333,-116.5765,3/9/2020,7,
Alberta,Canada,53.9333,-116.5765,3/8/2020,4,
Alberta,Canada,53.9333,-116.5765,3/7/2020,2,
Alberta,Canada,53.9333,-116.5765,3/6/2020,1,
Alberta,Canada,53.9333,-116.5765,3/5/2020,0,
Alberta,Canada,53.9333,-116.5765,3/4/2020,0,
Alberta,Canada,53.9333,-116.5765,3/3/2020,0,
Alberta,Canada,53.9333,-116.5765,3/2/2020,0,
Alberta,Canada,53.9333,-116.5765,3/1/2020,0,
Alberta,Canada,53.9333,-116.5765,2/29/2020,0,
Alberta,Canada,53.9333,-116.5765,2/28/2020,0,
Alberta,Canada,53.9333,-116.5765,2/27/2020,0,
Alberta,Canada,53.9333,-116.5765,2/26/2020,0,
Alberta,Canada,53.9333,-116.5765,2/25/2020,0,
Alberta,Canada,53.9333,-116.5765,2/24/2020,0,
Alberta,Canada,53.9333,-116.5765,2/23/2020,0,
Alberta,Canada,53.9333,-116.5765,2/22/2020,0,
Alberta,Canada,53.9333,-116.5765,2/21/2020,0,
Alberta,Canada,53.9333,-116.5765,2/20/2020,0,
Alberta,Canada,53.9333,-116.5765,2/19/2020,0,
Alberta,Canada,53.9333,-116.5765,2/18/2020,0,
Alberta,Canada,53.9333,-116.5765,2/17/2020,0,
Alberta,Canada,53.9333,-116.5765,2/16/2020,0,
Alberta,Canada,53.9333,-116.5765,2/15/2020,0,
Alberta,Canada,53.9333,-116.5765,2/14/2020,0,
Alberta,Canada,53.9333,-116.5765,2/13/2020,0,
Alberta,Canada,53.9333,-116.5765,2/12/2020,0,
Alberta,Canada,53.9333,-116.5765,2/11/2020,0,
Alberta,Canada,53.9333,-116.5765,2/10/2020,0,
Alberta,Canada,53.9333,-116.5765,2/9/2020,0,
Alberta,Canada,53.9333,-116.5765,2/8/2020,0,
Alberta,Canada,53.9333,-116.5765,2/7/2020,0,
Alberta,Canada,53.9333,-116.5765,2/6/2020,0,
Alberta,Canada,53.9333,-116.5765,2/5/2020,0,
Alberta,Canada,53.9333,-116.5765,2/4/2020,0,
Alberta,Canada,53.9333,-116.5765,2/3/2020,0,
Alberta,Canada,53.9333,-116.5765,2/2/2020,0,
Alberta,Canada,53.9333,-116.5765,2/1/2020,0,
Alberta,Canada,53.9333,-116.5765,1/31/2020,0,
Alberta,Canada,53.9333,-116.5765,1/30/2020,0,
Alberta,Canada,53.9333,-116.5765,1/29/2020,0,
Alberta,Canada,53.9333,-116.5765,1/28/2020,0,
Alberta,Canada,53.9333,-116.5765,1/27/2020,0,
Alberta,Canada,53.9333,-116.5765,1/26/2020,0,
Alberta,Canada,53.9333,-116.5765,1/25/2020,0,
Alberta,Canada,53.9333,-116.5765,1/24/2020,0,
Alberta,Canada,53.9333,-116.5765,1/23/2020,0,
Alberta,Canada,53.9333,-116.5765,1/22/2020,0,
British Columbia,Canada,49.2827,-123.1207,3/24/2020,617,
British Columbia,Canada,49.2827,-123.1207,3/23/2020,472,
British Columbia,Canada,49.2827,-123.1207,3/22/2020,424,
British Columbia,Canada,49.2827,-123.1207,3/21/2020,424,
British Columbia,Canada,49.2827,-123.1207,3/20/2020,271,
British Columbia,Canada,49.2827,-123.1207,3/19/2020,231,
British Columbia,Canada,49.2827,-123.1207,3/18/2020,186,
British Columbia,Canada,49.2827,-123.1207,3/17/2020,103,
British Columbia,Canada,49.2827,-123.1207,3/16/2020,103,
British Columbia,Canada,49.2827,-123.1207,3/15/2020,73,
British Columbia,Canada,49.2827,-123.1207,3/14/2020,64,
British Columbia,Canada,49.2827,-123.1207,3/13/2020,64,
British Columbia,Canada,49.2827,-123.1207,3/12/2020,46,
British Columbia,Canada,49.2827,-123.1207,3/11/2020,39,
British Columbia,Canada,49.2827,-123.1207,3/10/2020,32,
British Columbia,Canada,49.2827,-123.1207,3/9/2020,32,
British Columbia,Canada,49.2827,-123.1207,3/8/2020,27,
British Columbia,Canada,49.2827,-123.1207,3/7/2020,21,
British Columbia,Canada,49.2827,-123.1207,3/6/2020,21,
British Columbia,Canada,49.2827,-123.1207,3/5/2020,13,
British Columbia,Canada,49.2827,-123.1207,3/4/2020,12,
British Columbia,Canada,49.2827,-123.1207,3/3/2020,9,
British Columbia,Canada,49.2827,-123.1207,3/2/2020,8,
British Columbia,Canada,49.2827,-123.1207,3/1/2020,8,
British Columbia,Canada,49.2827,-123.1207,2/29/2020,8,
British Columbia,Canada,49.2827,-123.1207,2/28/2020,7,
British Columbia,Canada,49.2827,-123.1207,2/27/2020,7,
British Columbia,Canada,49.2827,-123.1207,2/26/2020,7,
British Columbia,Canada,49.2827,-123.1207,2/25/2020,7,
British Columbia,Canada,49.2827,-123.1207,2/24/2020,6,
British Columbia,Canada,49.2827,-123.1207,2/23/2020,6,
British Columbia,Canada,49.2827,-123.1207,2/22/2020,6,
British Columbia,Canada,49.2827,-123.1207,2/21/2020,6,
British Columbia,Canada,49.2827,-123.1207,2/20/2020,5,
British Columbia,Canada,49.2827,-123.1207,2/19/2020,5,
British Columbia,Canada,49.2827,-123.1207,2/18/2020,5,
British Columbia,Canada,49.2827,-123.1207,2/17/2020,5,
British Columbia,Canada,49.2827,-123.1207,2/16/2020,4,
British Columbia,Canada,49.2827,-123.1207,2/15/2020,4,
British Columbia,Canada,49.2827,-123.1207,2/14/2020,4,
British Columbia,Canada,49.2827,-123.1207,2/13/2020,4,
British Columbia,Canada,49.2827,-123.1207,2/12/2020,4,
British Columbia,Canada,49.2827,-123.1207,2/11/2020,4,
British Columbia,Canada,49.2827,-123.1207,2/10/2020,4,
British Columbia,Canada,49.2827,-123.1207,2/9/2020,4,
British Columbia,Canada,49.2827,-123.1207,2/8/2020,4,
British Columbia,Canada,49.2827,-123.1207,2/7/2020,4,
British Columbia,Canada,49.2827,-123.1207,2/6/2020,2,
British Columbia,Canada,49.2827,-123.1207,2/5/2020,2,
British Columbia,Canada,49.2827,-123.1207,2/4/2020,1,
British Columbia,Canada,49.2827,-123.1207,2/3/2020,1,
British Columbia,Canada,49.2827,-123.1207,2/2/2020,1,
British Columbia,Canada,49.2827,-123.1207,2/1/2020,1,
British Columbia,Canada,49.2827,-123.1207,1/31/2020,1,
British Columbia,Canada,49.2827,-123.1207,1/30/2020,1,
British Columbia,Canada,49.2827,-123.1207,1/29/2020,1,
British Columbia,Canada,49.2827,-123.1207,1/28/2020,1,
British Columbia,Canada,49.2827,-123.1207,1/27/2020,0,
British Columbia,Canada,49.2827,-123.1207,1/26/2020,0,
British Columbia,Canada,49.2827,-123.1207,1/25/2020,0,
British Columbia,Canada,49.2827,-123.1207,1/24/2020,0,
British Columbia,Canada,49.2827,-123.1207,1/23/2020,0,
British Columbia,Canada,49.2827,-123.1207,1/22/2020,0,
Diamond Princess,Canada,0,0,3/24/2020,0,
Diamond Princess,Canada,0,0,3/23/2020,0,
Diamond Princess,Canada,0,0,3/22/2020,0,
Diamond Princess,Canada,0,0,3/21/2020,0,
Diamond Princess,Canada,0,0,3/20/2020,0,
Diamond Princess,Canada,0,0,3/19/2020,0,
Diamond Princess,Canada,0,0,3/18/2020,0,
Diamond Princess,Canada,0,0,3/17/2020,0,
Diamond Princess,Canada,0,0,3/16/2020,0,
Diamond Princess,Canada,0,0,3/15/2020,0,
Diamond Princess,Canada,0,0,3/14/2020,0,
Diamond Princess,Canada,0,0,3/13/2020,0,
Diamond Princess,Canada,0,0,3/12/2020,0,
Diamond Princess,Canada,0,0,3/11/2020,0,
Diamond Princess,Canada,0,0,3/10/2020,0,
Diamond Princess,Canada,0,0,3/9/2020,0,
Diamond Princess,Canada,0,0,3/8/2020,0,
Diamond Princess,Canada,0,0,3/7/2020,0,
Diamond Princess,Canada,0,0,3/6/2020,0,
Diamond Princess,Canada,0,0,3/5/2020,0,
Diamond Princess,Canada,0,0,3/4/2020,0,
Diamond Princess,Canada,0,0,3/3/2020,0,
Diamond Princess,Canada,0,0,3/2/2020,0,
Diamond Princess,Canada,0,0,3/1/2020,0,
Diamond Princess,Canada,0,0,2/29/2020,0,
Diamond Princess,Canada,0,0,2/28/2020,0,
Diamond Princess,Canada,0,0,2/27/2020,0,
Diamond Princess,Canada,0,0,2/26/2020,0,
Diamond Princess,Canada,0,0,2/25/2020,0,
Diamond Princess,Canada,0,0,2/24/2020,0,
Diamond Princess,Canada,0,0,2/23/2020,0,
Diamond Princess,Canada,0,0,2/22/2020,0,
Diamond Princess,Canada,0,0,2/21/2020,0,
Diamond Princess,Canada,0,0,2/20/2020,0,
Diamond Princess,Canada,0,0,2/19/2020,0,
Diamond Princess,Canada,0,0,2/18/2020,0,
Diamond Princess,Canada,0,0,2/17/2020,0,
Diamond Princess,Canada,0,0,2/16/2020,0,
Diamond Princess,Canada,0,0,2/15/2020,0,
Diamond Princess,Canada,0,0,2/14/2020,0,
Diamond Princess,Canada,0,0,2/13/2020,0,
Diamond Princess,Canada,0,0,2/12/2020,0,
Diamond Princess,Canada,0,0,2/11/2020,0,
Diamond Princess,Canada,0,0,2/10/2020,0,
Diamond Princess,Canada,0,0,2/9/2020,0,
Diamond Princess,Canada,0,0,2/8/2020,0,
Diamond Princess,Canada,0,0,2/7/2020,0,
Diamond Princess,Canada,0,0,2/6/2020,0,
Diamond Princess,Canada,0,0,2/5/2020,0,
Diamond Princess,Canada,0,0,2/4/2020,0,
Diamond Princess,Canada,0,0,2/3/2020,0,
Diamond Princess,Canada,0,0,2/2/2020,0,
Diamond Princess,Canada,0,0,2/1/2020,0,
Diamond Princess,Canada,0,0,1/31/2020,0,
Diamond Princess,Canada,0,0,1/30/2020,0,
Diamond Princess,Canada,0,0,1/29/2020,0,
Diamond Princess,Canada,0,0,1/28/2020,0,
Diamond Princess,Canada,0,0,1/27/2020,0,
Diamond Princess,Canada,0,0,1/26/2020,0,
Diamond Princess,Canada,0,0,1/25/2020,0,
Diamond Princess,Canada,0,0,1/24/2020,0,
Diamond Princess,Canada,0,0,1/23/2020,0,
Diamond Princess,Canada,0,0,1/22/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/24/2020,13,
Grand Princess,Canada,37.6489,-122.6655,3/23/2020,13,
Grand Princess,Canada,37.6489,-122.6655,3/22/2020,13,
Grand Princess,Canada,37.6489,-122.6655,3/21/2020,10,
Grand Princess,Canada,37.6489,-122.6655,3/20/2020,10,
Grand Princess,Canada,37.6489,-122.6655,3/19/2020,9,
Grand Princess,Canada,37.6489,-122.6655,3/18/2020,9,
Grand Princess,Canada,37.6489,-122.6655,3/17/2020,8,
Grand Princess,Canada,37.6489,-122.6655,3/16/2020,2,
Grand Princess,Canada,37.6489,-122.6655,3/15/2020,2,
Grand Princess,Canada,37.6489,-122.6655,3/14/2020,2,
Grand Princess,Canada,37.6489,-122.6655,3/13/2020,2,
Grand Princess,Canada,37.6489,-122.6655,3/12/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/11/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/10/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/9/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/8/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/7/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/6/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/5/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/4/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/3/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/2/2020,0,
Grand Princess,Canada,37.6489,-122.6655,3/1/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/29/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/28/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/27/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/26/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/25/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/24/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/23/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/22/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/21/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/20/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/19/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/18/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/17/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/16/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/15/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/14/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/13/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/12/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/11/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/10/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/9/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/8/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/7/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/6/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/5/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/4/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/3/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/2/2020,0,
Grand Princess,Canada,37.6489,-122.6655,2/1/2020,0,
Grand Princess,Canada,37.6489,-122.6655,1/31/2020,0,
Grand Princess,Canada,37.6489,-122.6655,1/30/2020,0,
Grand Princess,Canada,37.6489,-122.6655,1/29/2020,0,
Grand Princess,Canada,37.6489,-122.6655,1/28/2020,0,
Grand Princess,Canada,37.6489,-122.6655,1/27/2020,0,
Grand Princess,Canada,37.6489,-122.6655,1/26/2020,0,
Grand Princess,Canada,37.6489,-122.6655,1/25/2020,0,
Grand Princess,Canada,37.6489,-122.6655,1/24/2020,0,
Grand Princess,Canada,37.6489,-122.6655,1/23/2020,0,
Grand Princess,Canada,37.6489,-122.6655,1/22/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/24/2020,21,
Manitoba,Canada,53.7609,-98.8139,3/23/2020,20,
Manitoba,Canada,53.7609,-98.8139,3/22/2020,20,
Manitoba,Canada,53.7609,-98.8139,3/21/2020,18,
Manitoba,Canada,53.7609,-98.8139,3/20/2020,17,
Manitoba,Canada,53.7609,-98.8139,3/19/2020,17,
Manitoba,Canada,53.7609,-98.8139,3/18/2020,15,
Manitoba,Canada,53.7609,-98.8139,3/17/2020,8,
Manitoba,Canada,53.7609,-98.8139,3/16/2020,7,
Manitoba,Canada,53.7609,-98.8139,3/15/2020,4,
Manitoba,Canada,53.7609,-98.8139,3/14/2020,4,
Manitoba,Canada,53.7609,-98.8139,3/13/2020,4,
Manitoba,Canada,53.7609,-98.8139,3/12/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/11/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/10/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/9/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/8/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/7/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/6/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/5/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/4/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/3/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/2/2020,0,
Manitoba,Canada,53.7609,-98.8139,3/1/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/29/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/28/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/27/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/26/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/25/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/24/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/23/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/22/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/21/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/20/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/19/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/18/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/17/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/16/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/15/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/14/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/13/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/12/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/11/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/10/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/9/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/8/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/7/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/6/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/5/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/4/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/3/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/2/2020,0,
Manitoba,Canada,53.7609,-98.8139,2/1/2020,0,
Manitoba,Canada,53.7609,-98.8139,1/31/2020,0,
Manitoba,Canada,53.7609,-98.8139,1/30/2020,0,
Manitoba,Canada,53.7609,-98.8139,1/29/2020,0,
Manitoba,Canada,53.7609,-98.8139,1/28/2020,0,
Manitoba,Canada,53.7609,-98.8139,1/27/2020,0,
Manitoba,Canada,53.7609,-98.8139,1/26/2020,0,
Manitoba,Canada,53.7609,-98.8139,1/25/2020,0,
Manitoba,Canada,53.7609,-98.8139,1/24/2020,0,
Manitoba,Canada,53.7609,-98.8139,1/23/2020,0,
Manitoba,Canada,53.7609,-98.8139,1/22/2020,0,
New Brunswick,Canada,46.5653,-66.4619,3/24/2020,18,
New Brunswick,Canada,46.5653,-66.4619,3/23/2020,17,
New Brunswick,Canada,46.5653,-66.4619,3/22/2020,17,
New Brunswick,Canada,46.5653,-66.4619,3/21/2020,17,
New Brunswick,Canada,46.5653,-66.4619,3/20/2020,11,
New Brunswick,Canada,46.5653,-66.4619,3/19/2020,11,
New Brunswick,Canada,46.5653,-66.4619,3/18/2020,11,
New Brunswick,Canada,46.5653,-66.4619,3/17/2020,8,
New Brunswick,Canada,46.5653,-66.4619,3/16/2020,6,
New Brunswick,Canada,46.5653,-66.4619,3/15/2020,2,
New Brunswick,Canada,46.5653,-66.4619,3/14/2020,1,
New Brunswick,Canada,46.5653,-66.4619,3/13/2020,1,
New Brunswick,Canada,46.5653,-66.4619,3/12/2020,1,
New Brunswick,Canada,46.5653,-66.4619,3/11/2020,1,
New Brunswick,Canada,46.5653,-66.4619,3/10/2020,0,
